target,id,date,flag,user,text,loc,latitude,longitude,company_tag
4,2358,2024-03-12 01:22:41,FoodFrenzy,superqueen9684,Loving the service from FoodFrenzy! So fast and reliable.,"Amsterdam, Netherlands",52.3676,4.9041,FoodFrenzy
2,2359,2025-04-20 03:40:35,FoodFrenzy,fastnut8994,FoodFrenzy service felt average today.,"Barcelona, Spain",41.3851,2.1734,FoodFrenzy
0,2360,2024-12-11 15:22:02,DishDash,foodqueen5578,Really disappointed with DishDash today. Late delivery.,"Berlin, Germany",52.52,13.405,DishDash
0,2361,2025-04-01 09:09:47,MealExpress,foodnut6929,"MealExpress messed up my order, very unhappy.","New York, NY, USA",40.7128,-74.006,MealExpress
4,2362,2023-01-01 12:03:22,QuickGrub,fastking2324,Loving the service from QuickGrub! So fast and reliable.,"Barcelona, Spain",41.3851,2.1734,Unknown
0,2363,2023-04-29 06:00:11,EatsNow,hungerqueen5659,Terrible service by EatsNow. Not ordering again.,"Amsterdam, Netherlands",52.3676,4.9041,EatsNow
2,2364,2023-11-04 02:45:03,EatsNow,superrunner9400,"EatsNow delivery was standard, nothing special.","New York, NY, USA",40.7128,-74.006,EatsNow
2,2365,2024-07-22 03:47:32,QuickGrub,nomeater66,"Pizza arrived from QuickGrub, as expected.","Amsterdam, Netherlands",52.3676,4.9041,Unknown
2,2366,2023-10-30 02:24:19,MealExpress,hungereater6788,MealExpress service felt average today.,"Los Angeles, CA, USA",34.0522,-118.2437,MealExpress
4,2367,2023-11-30 02:11:42,MealExpress,yumeater8208,"MealExpress never disappoints, great experience.","Dublin, Ireland",53.3498,-6.2603,MealExpress
0,2368,2023-08-07 02:42:58,MealExpress,quickeater7349,Really disappointed with MealExpress today. Late delivery.,"Berlin, Germany",52.52,13.405,MealExpress
2,2369,2025-05-03 23:47:48,NO_QUERY,nomqueen3082,"Pizza arrived from QuickGrub, as expected.","Philadelphia, PA, USA",39.9526,-75.1652,Unknown
0,2370,2023-04-30 13:39:38,FoodFrenzy,foodnut2960,"FoodFrenzy messed up my order, very unhappy.","Barcelona, Spain",41.3851,2.1734,FoodFrenzy
2,2371,2023-06-26 13:33:16,DishDash,quickqueen3418,"Got my usual order from DishDash, no issues.","Madrid, Spain",40.4168,-3.7038,DishDash
0,2372,2023-10-15 19:02:57,DishDash,yumqueen5982,My order from DishDash was cold and soggy.,"Philadelphia, PA, USA",39.9526,-75.1652,DishDash
2,2373,2023-05-27 05:31:07,FoodFrenzy,dailynut1116,"Pizza arrived from FoodFrenzy, as expected.","Munich, Germany",48.1351,11.582,FoodFrenzy
4,2374,2023-05-03 07:28:53,EatsNow,hungerking613,Just got my order from EatsNow - absolutely delicious! #yum,"Chicago, IL, USA",41.8781,-87.6298,EatsNow
0,2375,2024-05-20 15:51:53,DishDash,quickaddict1042,Worst experience ever with DishDash. Save your money.,"San Diego, CA, USA",32.7157,-117.1611,DishDash
2,2376,2025-04-03 20:49:26,DishDash,happyqueen3529,"DishDash delivery was standard, nothing special.","San Jose, CA, USA",37.3382,-121.8863,DishDash
4,2377,2024-01-17 21:22:50,FoodFrenzy,hungernut2614,Just got my order from FoodFrenzy - absolutely delicious! #yum,"Chicago, IL, USA",41.8781,-87.6298,FoodFrenzy
4,2378,2025-03-03 23:32:13,MealExpress,dailyaddict4422,Loving the service from MealExpress! So fast and reliable.,"Dublin, Ireland",53.3498,-6.2603,MealExpress
2,2379,2023-07-29 22:03:37,FoodFrenzy,hungergeek2868,"FoodFrenzy delivery was standard, nothing special.","Vienna, Austria",48.2082,16.3738,FoodFrenzy
4,2380,2024-04-02 02:51:20,QuickGrub,yumrunner3916,Loving the service from QuickGrub! So fast and reliable.,"New York, NY, USA",40.7128,-74.006,Unknown
0,2381,2023-07-17 22:59:12,EatsNow,supergeek3352,Terrible service by EatsNow. Not ordering again.,"Philadelphia, PA, USA",39.9526,-75.1652,EatsNow
2,2382,2025-03-21 23:30:30,NO_QUERY,happygeek6833,"Pizza arrived from MealExpress, as expected.","Amsterdam, Netherlands",52.3676,4.9041,MealExpress
0,2383,2024-10-05 01:44:43,EatsNow,supereater8134,My order from EatsNow was cold and soggy.,"Phoenix, AZ, USA",33.4484,-112.074,EatsNow
0,2384,2025-12-26 22:08:13,EatsNow,foodguru9102,Terrible service by EatsNow. Not ordering again.,"San Jose, CA, USA",37.3382,-121.8863,EatsNow
0,2385,2025-03-04 14:26:27,FoodFrenzy,foodfan4658,My order from FoodFrenzy was cold and soggy.,"Vienna, Austria",48.2082,16.3738,FoodFrenzy
2,2386,2023-12-24 00:07:32,FoodFrenzy,nomaddict9342,"Pizza arrived from FoodFrenzy, as expected.","Phoenix, AZ, USA",33.4484,-112.074,FoodFrenzy
2,2387,2024-06-18 04:44:08,QuickGrub,superking3577,"QuickGrub delivery was standard, nothing special.","Madrid, Spain",40.4168,-3.7038,Unknown
4,2388,2023-06-05 03:52:05,FoodFrenzy,nomguru3869,"FoodFrenzy never disappoints, great experience.","New York, NY, USA",40.7128,-74.006,FoodFrenzy
0,2389,2025-01-21 00:50:25,DishDash,hungereater882,Worst experience ever with DishDash. Save your money.,"Phoenix, AZ, USA",33.4484,-112.074,DishDash
2,2390,2023-04-08 17:24:00,QuickGrub,dailyqueen9363,"Got my usual order from QuickGrub, no issues.","Dublin, Ireland",53.3498,-6.2603,Unknown
4,2391,2024-11-29 23:30:34,EatsNow,foodaddict2700,Shoutout to EatsNow for amazing delivery speed!,"Philadelphia, PA, USA",39.9526,-75.1652,EatsNow
4,2392,2023-10-16 14:59:09,EatsNow,dailynut5778,Loving the service from EatsNow! So fast and reliable.,"Amsterdam, Netherlands",52.3676,4.9041,EatsNow
4,2393,2023-05-15 21:49:33,QuickGrub,nomgeek2168,"Huge thanks to QuickGrub, my food arrived hot and fresh.","Chicago, IL, USA",41.8781,-87.6298,Unknown
0,2394,2023-10-13 13:06:51,MealExpress,eataddict3039,Terrible service by MealExpress. Not ordering again.,"San Antonio, TX, USA",29.4241,-98.4936,MealExpress
2,2395,2023-02-24 04:17:53,MealExpress,superking1725,"Got my usual order from MealExpress, no issues.","Paris, France",48.8566,2.3522,MealExpress
0,2396,2024-12-30 04:56:10,QuickGrub,eatguru8089,Terrible service by QuickGrub. Not ordering again.,"Rome, Italy",41.9028,12.4964,Unknown
0,2397,2023-01-23 14:43:00,FoodFrenzy,eataddict8617,Terrible service by FoodFrenzy. Not ordering again.,"Vienna, Austria",48.2082,16.3738,FoodFrenzy
2,2398,2023-09-09 15:43:39,QuickGrub,nomking2631,"QuickGrub delivery was standard, nothing special.","Dallas, TX, USA",32.7767,-96.797,Unknown
4,2399,2024-11-12 13:51:11,FoodFrenzy,hungerqueen3200,Shoutout to FoodFrenzy for amazing delivery speed!,"San Jose, CA, USA",37.3382,-121.8863,FoodFrenzy
2,2400,2024-03-18 10:00:48,FoodFrenzy,happygeek6164,"Ordered from FoodFrenzy, it was okay.","San Diego, CA, USA",32.7157,-117.1611,FoodFrenzy
4,2401,2023-01-31 16:44:42,MealExpress,nomlover1195,"Huge thanks to MealExpress, my food arrived hot and fresh.","New York, NY, USA",40.7128,-74.006,MealExpress
4,2402,2023-12-25 19:28:40,MealExpress,foodnut9012,Just got my order from MealExpress - absolutely delicious! #yum,"San Jose, CA, USA",37.3382,-121.8863,MealExpress
0,2403,2024-08-11 22:59:02,FoodFrenzy,quickeater4934,Terrible service by FoodFrenzy. Not ordering again.,"Paris, France",48.8566,2.3522,FoodFrenzy
2,2404,2024-01-29 08:43:58,QuickGrub,nomking3563,"QuickGrub delivery was standard, nothing special.","Los Angeles, CA, USA",34.0522,-118.2437,Unknown
2,2405,2024-08-28 22:20:06,QuickGrub,dailyguru4133,"QuickGrub delivery was standard, nothing special.","San Diego, CA, USA",32.7157,-117.1611,Unknown
4,2406,2023-08-24 16:24:25,DishDash,quickeater4672,Shoutout to DishDash for amazing delivery speed!,"Rome, Italy",41.9028,12.4964,DishDash
0,2407,2024-06-06 17:14:39,MealExpress,nomaddict1700,Worst experience ever with MealExpress. Save your money.,"Houston, TX, USA",29.7604,-95.3698,MealExpress
2,2408,2023-05-08 09:30:27,QuickGrub,nomnut4691,"Got my usual order from QuickGrub, no issues.","Rome, Italy",41.9028,12.4964,Unknown
0,2409,2024-07-30 19:23:28,EatsNow,eatqueen5561,Really disappointed with EatsNow today. Late delivery.,"Berlin, Germany",52.52,13.405,EatsNow
0,2410,2023-02-13 03:24:14,QuickGrub,dailyguru1665,"QuickGrub messed up my order, very unhappy.","San Diego, CA, USA",32.7157,-117.1611,Unknown
2,2411,2023-02-06 17:23:20,QuickGrub,hungerrunner6403,"Ordered from QuickGrub, it was okay.","Chicago, IL, USA",41.8781,-87.6298,Unknown
4,2412,2023-08-09 04:12:32,DishDash,happyking7699,Shoutout to DishDash for amazing delivery speed!,"Dublin, Ireland",53.3498,-6.2603,DishDash
4,2413,2023-10-16 09:05:57,DishDash,dailynut7960,"DishDash never disappoints, great experience.","Paris, France",48.8566,2.3522,DishDash
0,2414,2024-09-06 23:48:19,EatsNow,superqueen8309,Terrible service by EatsNow. Not ordering again.,"Dallas, TX, USA",32.7767,-96.797,EatsNow
2,2415,2023-10-02 01:38:40,MealExpress,quickgeek3009,"Got my usual order from MealExpress, no issues.","Chicago, IL, USA",41.8781,-87.6298,MealExpress
0,2416,2023-10-12 09:47:59,FoodFrenzy,dailylover943,"FoodFrenzy messed up my order, very unhappy.","Dallas, TX, USA",32.7767,-96.797,FoodFrenzy
0,2417,2023-07-05 06:46:14,EatsNow,fastqueen8637,My order from EatsNow was cold and soggy.,"Berlin, Germany",52.52,13.405,EatsNow
0,2418,2024-08-03 08:40:01,DishDash,nomking1828,Terrible service by DishDash. Not ordering again.,"Barcelona, Spain",41.3851,2.1734,DishDash
0,2419,2023-11-01 04:45:29,FoodFrenzy,fastfan1013,Really disappointed with FoodFrenzy today. Late delivery.,"Madrid, Spain",40.4168,-3.7038,FoodFrenzy
2,2420,2025-01-16 02:02:46,MealExpress,nomgeek5021,"Pizza arrived from MealExpress, as expected.","Phoenix, AZ, USA",33.4484,-112.074,MealExpress
0,2421,2025-02-16 07:51:23,EatsNow,happylover1651,Worst experience ever with EatsNow. Save your money.,"Los Angeles, CA, USA",34.0522,-118.2437,EatsNow
4,2422,2024-05-23 17:57:36,NO_QUERY,happyguru7663,Shoutout to FoodFrenzy for amazing delivery speed!,"Rome, Italy",41.9028,12.4964,FoodFrenzy
2,2423,2025-02-01 14:18:51,MealExpress,hungerlover4178,"Got my usual order from MealExpress, no issues.","Paris, France",48.8566,2.3522,MealExpress
4,2424,2023-10-05 15:41:22,FoodFrenzy,yumaddict4396,Loving the service from FoodFrenzy! So fast and reliable.,"Philadelphia, PA, USA",39.9526,-75.1652,FoodFrenzy
0,2425,2024-11-18 10:43:26,FoodFrenzy,dailyguru5977,"FoodFrenzy messed up my order, very unhappy.","Dublin, Ireland",53.3498,-6.2603,FoodFrenzy
4,2426,2023-08-10 12:22:39,EatsNow,happyguru1939,Shoutout to EatsNow for amazing delivery speed!,"Chicago, IL, USA",41.8781,-87.6298,EatsNow
0,2427,2023-11-01 09:21:56,FoodFrenzy,eatking970,"FoodFrenzy messed up my order, very unhappy.","Phoenix, AZ, USA",33.4484,-112.074,FoodFrenzy
2,2428,2024-01-22 09:12:20,DishDash,eatnut1791,"Pizza arrived from DishDash, as expected.","Vienna, Austria",48.2082,16.3738,DishDash
0,2429,2024-06-11 20:14:37,NO_QUERY,fastguru2327,Really disappointed with FoodFrenzy today. Late delivery.,"Paris, France",48.8566,2.3522,FoodFrenzy
4,2430,2024-10-22 01:38:39,NO_QUERY,happylover8279,Just got my order from EatsNow - absolutely delicious! #yum,"San Jose, CA, USA",37.3382,-121.8863,EatsNow
4,2431,2023-03-10 18:53:39,QuickGrub,quickgeek6216,Just got my order from QuickGrub - absolutely delicious! #yum,"Vienna, Austria",48.2082,16.3738,Unknown
0,2432,2023-12-31 06:12:15,EatsNow,superqueen7185,Terrible service by EatsNow. Not ordering again.,"San Antonio, TX, USA",29.4241,-98.4936,EatsNow
4,2433,2025-02-09 07:24:26,QuickGrub,nomfan3547,Just got my order from QuickGrub - absolutely delicious! #yum,"Rome, Italy",41.9028,12.4964,Unknown
4,2434,2023-12-16 03:36:55,EatsNow,happyqueen356,Just got my order from EatsNow - absolutely delicious! #yum,"Amsterdam, Netherlands",52.3676,4.9041,EatsNow
2,2435,2024-02-02 02:46:17,DishDash,quickking3439,"DishDash delivery was standard, nothing special.","San Antonio, TX, USA",29.4241,-98.4936,DishDash
4,2436,2023-10-01 19:06:01,MealExpress,yumrunner5411,Shoutout to MealExpress for amazing delivery speed!,"San Antonio, TX, USA",29.4241,-98.4936,MealExpress
0,2437,2024-11-04 04:13:05,EatsNow,happynut654,My order from EatsNow was cold and soggy.,"Houston, TX, USA",29.7604,-95.3698,EatsNow
2,2438,2023-07-27 22:59:03,MealExpress,quickfan2640,"Got my usual order from MealExpress, no issues.","Barcelona, Spain",41.3851,2.1734,MealExpress
0,2439,2024-12-14 06:18:58,DishDash,foodnut1353,"DishDash messed up my order, very unhappy.","Dallas, TX, USA",32.7767,-96.797,DishDash
2,2440,2023-03-20 02:12:02,MealExpress,supernut6302,"Ordered from MealExpress, it was okay.","New York, NY, USA",40.7128,-74.006,MealExpress
0,2441,2024-04-16 22:51:02,EatsNow,happyfan7512,"EatsNow messed up my order, very unhappy.","Dallas, TX, USA",32.7767,-96.797,EatsNow
2,2442,2024-04-12 13:28:45,MealExpress,hungerfan4568,"MealExpress delivery was standard, nothing special.","Munich, Germany",48.1351,11.582,MealExpress
2,2443,2024-04-25 07:28:00,FoodFrenzy,quicklover6974,"Ordered from FoodFrenzy, it was okay.","Philadelphia, PA, USA",39.9526,-75.1652,FoodFrenzy
4,2444,2024-01-04 16:24:33,FoodFrenzy,nomqueen4148,Just got my order from FoodFrenzy - absolutely delicious! #yum,"Philadelphia, PA, USA",39.9526,-75.1652,FoodFrenzy
0,2445,2023-09-30 17:22:13,EatsNow,foodaddict1019,Terrible service by EatsNow. Not ordering again.,"Munich, Germany",48.1351,11.582,EatsNow
4,2446,2025-04-12 15:30:41,NO_QUERY,foodgeek9052,Loving the service from DishDash! So fast and reliable.,"Munich, Germany",48.1351,11.582,DishDash
4,2447,2023-08-31 06:08:10,NO_QUERY,foodqueen9539,Just got my order from DishDash - absolutely delicious! #yum,"Philadelphia, PA, USA",39.9526,-75.1652,DishDash
2,2448,2024-11-12 17:30:09,QuickGrub,eatgeek5966,"Got my usual order from QuickGrub, no issues.","San Antonio, TX, USA",29.4241,-98.4936,Unknown
2,2449,2023-04-27 10:13:46,EatsNow,fasteater1557,"EatsNow delivery was standard, nothing special.","Rome, Italy",41.9028,12.4964,EatsNow
0,2450,2024-05-29 17:56:37,MealExpress,quickfan7487,My order from MealExpress was cold and soggy.,"Dublin, Ireland",53.3498,-6.2603,MealExpress
2,2451,2024-03-29 05:43:44,DishDash,dailyeater1744,"DishDash delivery was standard, nothing special.","Houston, TX, USA",29.7604,-95.3698,DishDash
2,2452,2023-12-07 19:06:01,EatsNow,foodqueen6608,"Ordered from EatsNow, it was okay.","Vienna, Austria",48.2082,16.3738,EatsNow
4,2453,2024-11-04 05:32:18,FoodFrenzy,fastguru2625,"Huge thanks to FoodFrenzy, my food arrived hot and fresh.","San Antonio, TX, USA",29.4241,-98.4936,FoodFrenzy
2,2454,2024-04-25 20:26:45,EatsNow,quicknut79,EatsNow service felt average today.,"Chicago, IL, USA",41.8781,-87.6298,EatsNow
2,2455,2025-01-22 15:45:12,DishDash,superqueen3008,"DishDash delivery was standard, nothing special.","Dallas, TX, USA",32.7767,-96.797,DishDash
2,2456,2023-12-31 10:43:51,DishDash,fastking1346,"Pizza arrived from DishDash, as expected.","Dallas, TX, USA",32.7767,-96.797,DishDash
4,2457,2023-01-11 01:23:24,QuickGrub,quickfan4117,Shoutout to QuickGrub for amazing delivery speed!,"Houston, TX, USA",29.7604,-95.3698,Unknown
0,2458,2024-11-27 11:36:08,MealExpress,fastaddict243,Terrible service by MealExpress. Not ordering again.,"Vienna, Austria",48.2082,16.3738,MealExpress
0,2459,2025-02-14 06:29:48,EatsNow,happynut6918,My order from EatsNow was cold and soggy.,"Philadelphia, PA, USA",39.9526,-75.1652,EatsNow
4,2460,2024-09-19 18:44:24,DishDash,eatguru1344,Shoutout to DishDash for amazing delivery speed!,"Philadelphia, PA, USA",39.9526,-75.1652,DishDash
2,2461,2023-05-25 03:05:28,QuickGrub,dailygeek9544,"Ordered from QuickGrub, it was okay.","New York, NY, USA",40.7128,-74.006,Unknown
2,2462,2024-04-12 18:20:49,QuickGrub,happyaddict2283,"Got my usual order from QuickGrub, no issues.","Vienna, Austria",48.2082,16.3738,Unknown
0,2463,2025-04-21 10:20:00,MealExpress,yumeater6311,"MealExpress messed up my order, very unhappy.","Dublin, Ireland",53.3498,-6.2603,MealExpress
4,2464,2023-06-26 12:30:22,DishDash,fastking7413,"Huge thanks to DishDash, my food arrived hot and fresh.","San Antonio, TX, USA",29.4241,-98.4936,DishDash
4,2465,2025-02-14 23:14:12,MealExpress,superqueen3378,"MealExpress never disappoints, great experience.","San Antonio, TX, USA",29.4241,-98.4936,MealExpress
2,2466,2023-01-18 17:40:55,EatsNow,superrunner6508,"Ordered from EatsNow, it was okay.","Houston, TX, USA",29.7604,-95.3698,EatsNow
0,2467,2025-12-24 02:16:34,FoodFrenzy,dailylover6718,"FoodFrenzy messed up my order, very unhappy.","Madrid, Spain",40.4168,-3.7038,FoodFrenzy
2,2468,2024-06-26 08:41:22,QuickGrub,nomnut2949,"QuickGrub delivery was standard, nothing special.","Chicago, IL, USA",41.8781,-87.6298,Unknown
4,2469,2023-06-05 16:51:43,EatsNow,supereater7821,Shoutout to EatsNow for amazing delivery speed!,"Los Angeles, CA, USA",34.0522,-118.2437,EatsNow
2,2470,2025-03-03 05:34:17,DishDash,nomqueen7920,"Ordered from DishDash, it was okay.","Phoenix, AZ, USA",33.4484,-112.074,DishDash
0,2471,2025-01-30 17:13:29,EatsNow,quickguru7574,Worst experience ever with EatsNow. Save your money.,"Barcelona, Spain",41.3851,2.1734,EatsNow
2,2472,2024-10-31 12:26:05,DishDash,nomeater7168,"DishDash delivery was standard, nothing special.","Los Angeles, CA, USA",34.0522,-118.2437,DishDash
4,2473,2023-03-11 20:12:36,DishDash,nomqueen7478,Just got my order from DishDash - absolutely delicious! #yum,"Vienna, Austria",48.2082,16.3738,DishDash
2,2474,2023-05-07 15:59:29,MealExpress,dailynut8711,"Pizza arrived from MealExpress, as expected.","Berlin, Germany",52.52,13.405,MealExpress
0,2475,2025-03-16 14:08:22,MealExpress,happynut6860,Worst experience ever with MealExpress. Save your money.,"San Jose, CA, USA",37.3382,-121.8863,MealExpress
2,2476,2023-07-29 21:39:59,EatsNow,foodlover2863,"Got my usual order from EatsNow, no issues.","Berlin, Germany",52.52,13.405,EatsNow
0,2477,2024-11-10 05:58:48,DishDash,dailylover820,"DishDash messed up my order, very unhappy.","Dublin, Ireland",53.3498,-6.2603,DishDash
0,2478,2023-02-05 21:03:05,QuickGrub,happyeater518,My order from QuickGrub was cold and soggy.,"Vienna, Austria",48.2082,16.3738,Unknown
2,2479,2023-12-12 05:15:03,NO_QUERY,superlover4257,"EatsNow delivery was standard, nothing special.","London, UK",51.5074,-0.1278,EatsNow
2,2480,2023-09-07 06:42:12,FoodFrenzy,dailyrunner862,"FoodFrenzy delivery was standard, nothing special.","Barcelona, Spain",41.3851,2.1734,FoodFrenzy
0,2481,2023-11-19 03:02:38,DishDash,dailyrunner2141,Terrible service by DishDash. Not ordering again.,"Madrid, Spain",40.4168,-3.7038,DishDash
2,2482,2024-05-10 13:08:37,EatsNow,quicknut7706,"Ordered from EatsNow, it was okay.","Dallas, TX, USA",32.7767,-96.797,EatsNow
2,2483,2023-05-18 14:28:56,MealExpress,yumking1928,"Got my usual order from MealExpress, no issues.","Rome, Italy",41.9028,12.4964,MealExpress
4,2484,2024-10-29 20:03:58,NO_QUERY,dailygeek5629,"FoodFrenzy never disappoints, great experience.","Phoenix, AZ, USA",33.4484,-112.074,FoodFrenzy
2,2485,2023-02-07 00:28:25,FoodFrenzy,fasteater2150,"FoodFrenzy delivery was standard, nothing special.","Dublin, Ireland",53.3498,-6.2603,FoodFrenzy
2,2486,2024-10-14 10:41:13,MealExpress,quickqueen9082,"Ordered from MealExpress, it was okay.","New York, NY, USA",40.7128,-74.006,MealExpress
4,2487,2023-01-03 20:25:20,DishDash,happylover4135,Loving the service from DishDash! So fast and reliable.,"London, UK",51.5074,-0.1278,DishDash
4,2488,2023-07-22 17:06:25,QuickGrub,quickgeek503,Just got my order from QuickGrub - absolutely delicious! #yum,"San Antonio, TX, USA",29.4241,-98.4936,Unknown
2,2489,2023-09-09 23:26:50,FoodFrenzy,hungerqueen3088,"Ordered from FoodFrenzy, it was okay.","Madrid, Spain",40.4168,-3.7038,FoodFrenzy
2,2490,2023-09-17 21:06:38,EatsNow,dailyguru8642,"Pizza arrived from EatsNow, as expected.","Dallas, TX, USA",32.7767,-96.797,EatsNow
2,2491,2024-07-01 03:52:51,FoodFrenzy,dailyaddict1907,"FoodFrenzy delivery was standard, nothing special.","Munich, Germany",48.1351,11.582,FoodFrenzy
0,2492,2024-08-31 17:14:50,QuickGrub,fastlover5983,"QuickGrub messed up my order, very unhappy.","Madrid, Spain",40.4168,-3.7038,Unknown
4,2493,2024-01-19 21:57:42,QuickGrub,fastguru8679,"QuickGrub never disappoints, great experience.","Paris, France",48.8566,2.3522,Unknown
2,2494,2024-12-30 21:41:12,FoodFrenzy,superking3428,"Pizza arrived from FoodFrenzy, as expected.","Houston, TX, USA",29.7604,-95.3698,FoodFrenzy
2,2495,2023-10-29 13:43:15,FoodFrenzy,quickaddict8110,"Ordered from FoodFrenzy, it was okay.","New York, NY, USA",40.7128,-74.006,FoodFrenzy
2,2496,2025-03-14 15:27:31,FoodFrenzy,superaddict6294,"Pizza arrived from FoodFrenzy, as expected.","San Diego, CA, USA",32.7157,-117.1611,FoodFrenzy
4,2497,2024-04-21 01:18:28,DishDash,dailyguru3243,Just got my order from DishDash - absolutely delicious! #yum,"Los Angeles, CA, USA",34.0522,-118.2437,DishDash
4,2498,2025-03-20 04:03:57,QuickGrub,foodlover8493,"QuickGrub never disappoints, great experience.","Barcelona, Spain",41.3851,2.1734,Unknown
0,2499,2024-02-20 20:20:29,MealExpress,nomlover4495,Worst experience ever with MealExpress. Save your money.,"Rome, Italy",41.9028,12.4964,MealExpress
2,2500,2025-02-19 01:45:25,EatsNow,foodrunner6189,"EatsNow delivery was standard, nothing special.","Amsterdam, Netherlands",52.3676,4.9041,EatsNow
4,2501,2024-02-17 20:43:27,QuickGrub,fastfan5964,"Huge thanks to QuickGrub, my food arrived hot and fresh.","Houston, TX, USA",29.7604,-95.3698,Unknown
0,2502,2024-02-05 14:38:24,EatsNow,dailyeater5925,"EatsNow messed up my order, very unhappy.","Munich, Germany",48.1351,11.582,EatsNow
4,2503,2024-06-17 14:09:08,NO_QUERY,quickguru4021,Just got my order from EatsNow - absolutely delicious! #yum,"Amsterdam, Netherlands",52.3676,4.9041,EatsNow
2,2504,2023-12-31 21:32:39,MealExpress,eatrunner6105,"Got my usual order from MealExpress, no issues.","Vienna, Austria",48.2082,16.3738,MealExpress
4,2505,2024-02-26 03:06:24,MealExpress,happyaddict3238,"MealExpress never disappoints, great experience.","San Jose, CA, USA",37.3382,-121.8863,MealExpress
0,2506,2025-12-27 20:53:20,EatsNow,dailyrunner9025,Terrible service by EatsNow. Not ordering again.,"Los Angeles, CA, USA",34.0522,-118.2437,EatsNow
0,2507,2024-05-24 11:03:15,FoodFrenzy,hungeraddict71,"FoodFrenzy messed up my order, very unhappy.","San Antonio, TX, USA",29.4241,-98.4936,FoodFrenzy
2,2508,2023-11-02 19:17:18,DishDash,superlover8104,"Got my usual order from DishDash, no issues.","San Diego, CA, USA",32.7157,-117.1611,DishDash
0,2509,2025-02-19 14:03:33,EatsNow,fastguru9388,My order from EatsNow was cold and soggy.,"Houston, TX, USA",29.7604,-95.3698,EatsNow
4,2510,2025-01-10 23:49:32,MealExpress,hungerguru2315,Shoutout to MealExpress for amazing delivery speed!,"San Jose, CA, USA",37.3382,-121.8863,MealExpress
4,2511,2023-06-16 09:58:58,NO_QUERY,fastguru9465,Loving the service from FoodFrenzy! So fast and reliable.,"Munich, Germany",48.1351,11.582,FoodFrenzy
2,2512,2024-01-22 18:56:59,MealExpress,dailygeek9184,"Pizza arrived from MealExpress, as expected.","San Jose, CA, USA",37.3382,-121.8863,MealExpress
0,2513,2023-06-03 21:31:49,FoodFrenzy,happyqueen5274,Terrible service by FoodFrenzy. Not ordering again.,"Chicago, IL, USA",41.8781,-87.6298,FoodFrenzy
4,2514,2023-07-26 05:44:39,DishDash,hungerlover3000,"Huge thanks to DishDash, my food arrived hot and fresh.","Rome, Italy",41.9028,12.4964,DishDash
4,2515,2024-04-16 10:50:41,DishDash,quickeater9868,Loving the service from DishDash! So fast and reliable.,"Houston, TX, USA",29.7604,-95.3698,DishDash
2,2516,2023-11-30 21:40:06,DishDash,foodfan8498,"Ordered from DishDash, it was okay.","Amsterdam, Netherlands",52.3676,4.9041,DishDash
2,2517,2024-06-03 18:09:58,QuickGrub,dailyqueen5918,"QuickGrub delivery was standard, nothing special.","Los Angeles, CA, USA",34.0522,-118.2437,Unknown
2,2518,2023-01-05 00:18:10,QuickGrub,fastnut3556,"Ordered from QuickGrub, it was okay.","London, UK",51.5074,-0.1278,Unknown
0,2519,2024-01-16 22:14:08,MealExpress,dailyguru4715,Worst experience ever with MealExpress. Save your money.,"New York, NY, USA",40.7128,-74.006,MealExpress
0,2520,2025-01-19 17:02:27,DishDash,superlover8279,"DishDash messed up my order, very unhappy.","New York, NY, USA",40.7128,-74.006,DishDash
2,2521,2023-06-30 02:26:30,QuickGrub,hungergeek1251,QuickGrub service felt average today.,"Madrid, Spain",40.4168,-3.7038,Unknown
0,2522,2024-10-08 20:42:36,DishDash,hungernut2885,My order from DishDash was cold and soggy.,"San Antonio, TX, USA",29.4241,-98.4936,DishDash
4,2523,2024-05-02 23:57:04,FoodFrenzy,dailyking6556,Shoutout to FoodFrenzy for amazing delivery speed!,"London, UK",51.5074,-0.1278,FoodFrenzy
4,2524,2023-04-29 01:25:32,MealExpress,dailyking2826,Loving the service from MealExpress! So fast and reliable.,"Dublin, Ireland",53.3498,-6.2603,MealExpress
2,2525,2024-12-10 13:01:36,EatsNow,nomeater7808,"EatsNow delivery was standard, nothing special.","London, UK",51.5074,-0.1278,EatsNow
2,2526,2024-06-07 08:02:24,DishDash,yumfan8702,"DishDash delivery was standard, nothing special.","Barcelona, Spain",41.3851,2.1734,DishDash
4,2527,2025-02-01 05:00:00,MealExpress,quicknut6786,"Huge thanks to MealExpress, my food arrived hot and fresh.","Munich, Germany",48.1351,11.582,MealExpress
0,2528,2022-12-31 01:53:55,NO_QUERY,hungerqueen7458,Worst experience ever with DishDash. Save your money.,"Berlin, Germany",52.52,13.405,DishDash
2,2529,2025-01-31 14:52:58,EatsNow,yumqueen7093,"EatsNow delivery was standard, nothing special.","Dublin, Ireland",53.3498,-6.2603,EatsNow
0,2530,2025-03-27 14:32:03,MealExpress,quicknut4641,Terrible service by MealExpress. Not ordering again.,"New York, NY, USA",40.7128,-74.006,MealExpress
0,2531,2023-02-13 12:00:31,DishDash,yumgeek9707,My order from DishDash was cold and soggy.,"New York, NY, USA",40.7128,-74.006,DishDash
2,2532,2023-04-10 23:20:12,EatsNow,dailyqueen6423,"Got my usual order from EatsNow, no issues.","London, UK",51.5074,-0.1278,EatsNow
